observation_id,access,user_id,specie_id,specie_name,major_clade,family_molecules,family_morphology,location_id,location_name,latitude,longitude,resource_id,resource_secondary_id,measurement_id,trait_id,trait_name,standard_id,standard_unit,methodology_id,methodology_name,value,value_type,precision,precision_type,precision_upper,replicates,notes
92664,1,54,211,Alveopora daedalea,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100391,138,Range size,8,km^2,10,Calculated from GIS shapefile,32867234.44,raw_value,,,,,
14696,1,1,212,Alveopora excelsa,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14235,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,8596993.823,raw_value,,,,,
111324,1,2,212,Alveopora excelsa,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125771,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
92669,1,54,212,Alveopora excelsa,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100396,138,Range size,8,km^2,10,Calculated from GIS shapefile,12919249.69,raw_value,,,,,
14764,1,1,213,Alveopora fenestrata,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14299,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,26108844.33,raw_value,,,,,
156988,1,14,213,Alveopora fenestrata,Complex,Acroporidae,Poritidae,409,Indo-Pacific (unspecified),0,160,740,,199790,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
111326,1,2,213,Alveopora fenestrata,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125773,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
14744,1,5,213,Alveopora fenestrata,Complex,Acroporidae,Poritidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,14280,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
92674,1,54,213,Alveopora fenestrata,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100401,138,Range size,8,km^2,10,Calculated from GIS shapefile,66141965.65,raw_value,,,,,
111329,1,2,214,Alveopora gigas,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125776,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,columnar,expert_opinion,,,,,
14833,1,1,214,Alveopora gigas,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14364,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,5094874.939,raw_value,,,,,
14813,1,5,214,Alveopora gigas,Complex,Acroporidae,Poritidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,14345,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
92679,1,54,214,Alveopora gigas,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100406,138,Range size,8,km^2,10,Calculated from GIS shapefile,9284748.52,raw_value,,,,,
14906,1,1,215,Alveopora japonica,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14435,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,536484.9963,raw_value,,,,,
92684,1,54,215,Alveopora japonica,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100411,138,Range size,8,km^2,10,Calculated from GIS shapefile,914769.0985,raw_value,,,,,
111331,1,2,215,Alveopora japonica,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125778,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
92689,1,54,216,Alveopora marionensis,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100416,138,Range size,8,km^2,10,Calculated from GIS shapefile,29965385.37,raw_value,,,,,
14972,1,1,216,Alveopora marionensis,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14497,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,12200802.39,raw_value,,,,,
111334,1,2,216,Alveopora marionensis,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125781,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
14952,1,5,216,Alveopora marionensis,Complex,Acroporidae,Poritidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,14478,65,Abundance GBR,10,cat,22,Derived from textual description,rare,expert_opinion,,,,,
111336,1,2,217,Alveopora minuta,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125783,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
15033,1,1,217,Alveopora minuta,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14556,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,7638465.74,raw_value,,,,,
92694,1,54,217,Alveopora minuta,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100421,138,Range size,8,km^2,10,Calculated from GIS shapefile,7037128.106,raw_value,,,,,
15087,1,1,218,Alveopora ocellata,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14609,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,11933130.68,raw_value,,,,,
111339,1,2,218,Alveopora ocellata,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125786,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
92699,1,54,218,Alveopora ocellata,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100426,138,Range size,8,km^2,10,Calculated from GIS shapefile,20613750.18,raw_value,,,,,
92704,1,54,219,Alveopora spongiosa,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100431,138,Range size,8,km^2,10,Calculated from GIS shapefile,84759636.78,raw_value,,,,,
15154,1,1,219,Alveopora spongiosa,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14672,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,35550954.02,raw_value,,,,,
15133,1,5,219,Alveopora spongiosa,Complex,Acroporidae,Poritidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,14652,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
111341,1,2,219,Alveopora spongiosa,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125788,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,columnar,expert_opinion,,,,,
111345,1,2,220,Alveopora tizardi,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125792,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
92709,1,54,220,Alveopora tizardi,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100436,138,Range size,8,km^2,10,Calculated from GIS shapefile,81570871.66,raw_value,,,,,
15221,1,1,220,Alveopora tizardi,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14735,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,23272646.64,raw_value,,,,,
15202,1,5,220,Alveopora tizardi,Complex,Acroporidae,Poritidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,14717,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
15269,1,5,221,Alveopora verrilliana,Complex,Acroporidae,Poritidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,14780,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
111348,1,2,221,Alveopora verrilliana,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125795,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
15288,1,1,221,Alveopora verrilliana,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14798,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,30987888.41,raw_value,,,,,
92714,1,54,221,Alveopora verrilliana,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100441,138,Range size,8,km^2,10,Calculated from GIS shapefile,67527198.57,raw_value,,,,,
15348,1,1,222,Alveopora viridis,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,14857,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,1876529.548,raw_value,,,,,
92719,1,54,222,Alveopora viridis,Complex,Acroporidae,Poritidae,1,Global estimate,,,605,,100446,138,Range size,8,km^2,10,Calculated from GIS shapefile,10013518.87,raw_value,,,,,
111351,1,2,222,Alveopora viridis,Complex,Acroporidae,Poritidae,1,Global estimate,,,10,,125798,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,columnar,expert_opinion,,,,,
111354,1,2,223,Anacropora forbesi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125801,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
15397,1,5,223,Anacropora forbesi,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,14903,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
92724,1,54,223,Anacropora forbesi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100451,138,Range size,8,km^2,10,Calculated from GIS shapefile,57908670.33,raw_value,,,,,
15418,1,1,223,Anacropora forbesi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,14923,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,14084730.07,raw_value,,,,,
15467,1,5,224,Anacropora matthai,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,14969,65,Abundance GBR,10,cat,22,Derived from textual description,rare,expert_opinion,,,,,
15488,1,1,224,Anacropora matthai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,14989,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,8369271.412,raw_value,,,,,
92729,1,54,224,Anacropora matthai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100456,138,Range size,8,km^2,10,Calculated from GIS shapefile,12003761.1,raw_value,,,,,
111356,1,2,224,Anacropora matthai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125803,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
111358,1,2,225,Anacropora pillai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125805,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
92734,1,54,225,Anacropora pillai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100461,138,Range size,8,km^2,10,Calculated from GIS shapefile,9141299.161,raw_value,,,,,
15543,1,1,225,Anacropora pillai,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,15044,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,3752639.101,raw_value,,,,,
111360,1,2,226,Anacropora puertogalerae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125807,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
15599,1,5,226,Anacropora puertogalerae,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,15097,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
15620,1,1,226,Anacropora puertogalerae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,15117,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,13353140.65,raw_value,,,,,
92739,1,54,226,Anacropora puertogalerae,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100466,138,Range size,8,km^2,10,Calculated from GIS shapefile,33331454.15,raw_value,,,,,
111362,1,2,227,Anacropora reticulata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125809,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
92744,1,54,227,Anacropora reticulata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100471,138,Range size,8,km^2,10,Calculated from GIS shapefile,11811039,raw_value,,,,,
15669,1,5,227,Anacropora reticulata,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,15163,65,Abundance GBR,10,cat,22,Derived from textual description,rare,expert_opinion,,,,,
15688,1,1,227,Anacropora reticulata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,15181,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,9245904.385,raw_value,,,,,
111364,1,2,228,Anacropora spinosa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125811,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
15756,1,1,228,Anacropora spinosa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,15248,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,6705351.157,raw_value,,,,,
92749,1,54,228,Anacropora spinosa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100476,138,Range size,8,km^2,10,Calculated from GIS shapefile,19736893.76,raw_value,,,,,
15812,1,1,229,Anacropora spumosa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,15303,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,530983.7096,raw_value,,,,,
92754,1,54,229,Anacropora spumosa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100481,138,Range size,8,km^2,10,Calculated from GIS shapefile,1008674.531,raw_value,,,,,
111366,1,2,229,Anacropora spumosa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125813,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
111368,1,2,230,Anomastraea irregularis,Robust,Coscinaraeidae,Siderastreidae,1,Global estimate,,,10,,125815,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
15873,1,1,230,Anomastraea irregularis,Robust,Coscinaraeidae,Siderastreidae,1,Global estimate,,,10,,15363,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,4086767.779,raw_value,,,,,
92759,1,54,230,Anomastraea irregularis,Robust,Coscinaraeidae,Siderastreidae,1,Global estimate,,,605,,100486,138,Range size,8,km^2,10,Calculated from GIS shapefile,22356958.05,raw_value,,,,,
16747,1,1,257,Astrangia poculata,Robust,Rhizangiidae,Rhizangiidae,1,Global estimate,,,10,,16189,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,1780927.643,raw_value,,,,,
111371,1,2,257,Astrangia poculata,Robust,Rhizangiidae,Rhizangiidae,1,Global estimate,,,10,,125818,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,submassive,expert_opinion,,,,,
48395,1,5,974,Astrea annuligera,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,46478,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
94014,1,54,974,Astrea annuligera,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101741,138,Range size,8,km^2,10,Calculated from GIS shapefile,64538615.71,raw_value,,,,,
111375,1,2,974,Astrea annuligera,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,125822,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
157042,1,14,977,Astrea curta,Robust,Merulinidae,Faviidae,409,Indo-Pacific (unspecified),0,160,740,,199844,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,Was Montastrea curta
48623,1,5,977,Astrea curta,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,46694,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
111377,1,2,977,Astrea curta,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,125824,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
94024,1,54,977,Astrea curta,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,101751,138,Range size,8,km^2,10,Calculated from GIS shapefile,96297353.66,raw_value,,,,,
111381,1,2,1220,Astrea devantieri,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,125828,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
61924,1,1,1220,Astrea devantieri,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,59523,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,1913140.002,raw_value,,,,,
94734,1,54,1220,Astrea devantieri,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,102461,138,Range size,8,km^2,10,Calculated from GIS shapefile,2057041.956,raw_value,,,,,
16909,1,1,261,Astreopora cucullata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,16344,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,26238246.91,raw_value,,,,,
111383,1,2,261,Astreopora cucullata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125830,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
92764,1,54,261,Astreopora cucullata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100491,138,Range size,8,km^2,10,Calculated from GIS shapefile,44344696.56,raw_value,,,,,
16890,1,5,261,Astreopora cucullata,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,16326,65,Abundance GBR,10,cat,22,Derived from textual description,rare,expert_opinion,,,,,
16992,1,5,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,16425,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
17010,1,1,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,16442,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,21998124.98,raw_value,,,,,
111386,1,2,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125833,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,,,,,
92769,1,54,263,Astreopora expansa,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100496,138,Range size,8,km^2,10,Calculated from GIS shapefile,70037647.98,raw_value,,,,,
160502,1,2,264,Astreopora explanata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,679,,204420,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,,,,,
92774,1,54,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100501,138,Range size,8,km^2,10,Calculated from GIS shapefile,53027845.7,raw_value,,,,,
17099,1,5,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,16526,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
17118,1,1,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,16544,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,28923105.51,raw_value,,,,,
111388,1,2,265,Astreopora gracilis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125835,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
111390,1,2,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125837,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
92779,1,54,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100506,138,Range size,8,km^2,10,Calculated from GIS shapefile,19319566.17,raw_value,,,,,
17186,1,1,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,16608,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,9148958.264,raw_value,,,,,
17167,1,5,266,Astreopora incrustans,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,16590,65,Abundance GBR,10,cat,22,Derived from textual description,rare,expert_opinion,,,,,
160515,1,2,267,Astreopora lambertsi,Complex,Acroporidae,Acroporidae,1,Global estimate,,,618,,204433,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
111394,1,2,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125841,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
17289,1,1,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,16707,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,33190930.92,raw_value,,,,,
92784,1,54,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100511,138,Range size,8,km^2,10,Calculated from GIS shapefile,64432182.22,raw_value,,,,,
17270,1,5,268,Astreopora listeri,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,16689,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
111397,1,2,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125844,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,encrusting,expert_opinion,,,,,
17351,1,1,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,16768,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,5058626.712,raw_value,,,,,
92789,1,54,269,Astreopora macrostoma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100516,138,Range size,8,km^2,10,Calculated from GIS shapefile,33967643.54,raw_value,,,,,
92794,1,54,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100521,138,Range size,8,km^2,10,Calculated from GIS shapefile,11263474.86,raw_value,,,,,
17400,1,5,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,16814,65,Abundance GBR,10,cat,22,Derived from textual description,rare,expert_opinion,,,,,
17420,1,1,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,16833,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,3049391.556,raw_value,,,,,
111400,1,2,270,Astreopora moretonensis,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125847,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,,,,,
156989,1,14,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,409,Indo-Pacific (unspecified),0,160,740,,199791,233,Life history strategy,10,cat,76,Random forests analyses (Darling et al. 2012),stress-tolerant,model_derived,,,,,
111404,1,2,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125851,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
17496,1,1,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,16905,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,42323912.69,raw_value,,,,,
17477,1,5,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,16887,65,Abundance GBR,10,cat,22,Derived from textual description,common,expert_opinion,,,,,
92799,1,54,271,Astreopora myriophthalma,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100526,138,Range size,8,km^2,10,Calculated from GIS shapefile,89867422.26,raw_value,,,,,
111406,1,2,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125853,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
17563,1,1,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,16968,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,17513182.34,raw_value,,,,,
92804,1,54,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100531,138,Range size,8,km^2,10,Calculated from GIS shapefile,55692937.66,raw_value,,,,,
17545,1,5,272,Astreopora ocellata,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,16951,65,Abundance GBR,10,cat,22,Derived from textual description,rare,expert_opinion,,,,,
17625,1,1,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,17029,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,31424790.99,raw_value,,,,,
111409,1,2,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125856,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,laminar,expert_opinion,,,,,
92809,1,54,273,Astreopora randalli,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100536,138,Range size,8,km^2,10,Calculated from GIS shapefile,35614961.91,raw_value,,,,,
111413,1,2,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125860,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
17691,1,1,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,17092,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,16916291.46,raw_value,,,,,
92814,1,54,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100541,138,Range size,8,km^2,10,Calculated from GIS shapefile,22214932.31,raw_value,,,,,
17673,1,5,274,Astreopora scabra,Complex,Acroporidae,Acroporidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,17075,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
111415,1,2,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,125862,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,massive,expert_opinion,,,,,
92819,1,54,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,605,,100546,138,Range size,8,km^2,10,Calculated from GIS shapefile,48744102.98,raw_value,,,,,
17754,1,1,275,Astreopora suggesta,Complex,Acroporidae,Acroporidae,1,Global estimate,,,10,,17153,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,23563526.16,raw_value,,,,,
17996,1,5,282,Australogyra zelli,Robust,Merulinidae,Faviidae,2,Great Barrier Reef (GBR),-17.832374,146.821289,38,282,17383,65,Abundance GBR,10,cat,22,Derived from textual description,uncommon,expert_opinion,,,,,
92824,1,54,282,Australogyra zelli,Robust,Merulinidae,Faviidae,1,Global estimate,,,605,,100551,138,Range size,8,km^2,10,Calculated from GIS shapefile,14910153.9,raw_value,,,,,
111417,1,2,282,Australogyra zelli,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,125864,183,Growth form typical,10,cat,55,Growth form derived from Veron (2000) textual descriptions,branching_closed,expert_opinion,,,,,
18014,1,1,282,Australogyra zelli,Robust,Merulinidae,Faviidae,1,Global estimate,,,10,,17400,138,Range size,8,km^2,74,Calculated from Veron ecoregion shapefile,3199412.142,raw_value,,,,,
95319,1,54,1450,Australophyllia wilsoni,Robust,Lobophyllidae,Mussidae,1,Global estimate,,,605,,103046,138,Range size,8,km^2,10,Calculated from GIS shapefile,2826321.558,raw_value,,,,,
